ID,URL
1750,edgar/data/1750/000104746914006243/Financial_Report.xlsx
1800,edgar/data/1800/000104746914001176/Financial_Report.xlsx
1961,edgar/data/1961/000126493114000125/Financial_Report.xlsx
2034,edgar/data/2034/000157104914004448/Financial_Report.xlsx
2098,edgar/data/2098/000102660814000011/Financial_Report.xlsx
2178,edgar/data/2178/000000217814000010/Financial_Report.xlsx
2186,edgar/data/2186/000135448814001005/Financial_Report.xlsx
2488,edgar/data/2488/000119312514057240/Financial_Report.xlsx
2491,edgar/data/2491/000104746914007282/Financial_Report.xlsx
2969,edgar/data/2969/000119312514423115/Financial_Report.xlsx
3116,edgar/data/3116/000115752314001078/Financial_Report.xlsx
3146,edgar/data/3146/000027759514000012/Financial_Report.xlsx
3153,edgar/data/3153/000009212214000012/Financial_Report.xlsx
3197,edgar/data/3197/000119312514098407/Financial_Report.xlsx
3453,edgar/data/3453/000110465914014819/Financial_Report.xlsx
3499,edgar/data/3499/000000349914000005/Financial_Report.xlsx
3545,edgar/data/3545/000089109214009303/Financial_Report.xlsx
3570,edgar/data/3570/000000357014000031/Financial_Report.xlsx
4127,edgar/data/4127/000000412714000046/Financial_Report.xlsx
4187,edgar/data/4187/000000418714000020/Financial_Report.xlsx
4281,edgar/data/4281/000119312514051516/Financial_Report.xlsx
4447,edgar/data/4447/000119312514077565/Financial_Report.xlsx
4457,edgar/data/4457/000000445714000036/Financial_Report.xlsx
4515,edgar/data/4515/000000620114000004/Financial_Report.xlsx
4904,edgar/data/4904/000000490414000019/Financial_Report.xlsx
4962,edgar/data/4962/000119312514066777/Financial_Report.xlsx
4969,edgar/data/4969/000119312514093223/Financial_Report.xlsx
4977,edgar/data/4977/000000497714000052/Financial_Report.xlsx
5133,edgar/data/5133/000119312514222580/Financial_Report.xlsx
5272,edgar/data/5272/000104746914001096/Financial_Report.xlsx
5513,edgar/data/5513/000000551314000008/Financial_Report.xlsx
5656,edgar/data/5656/000105291814000394/Financial_Report.xlsx
5768,edgar/data/5768/000110465914044497/Financial_Report.xlsx
5981,edgar/data/5981/000119312514077597/Financial_Report.xlsx
6176,edgar/data/6176/000119312514101554/Financial_Report.xlsx
6201,edgar/data/6201/000000620114000004/Financial_Report.xlsx
6207,edgar/data/6207/000114420414045520/Financial_Report.xlsx
6281,edgar/data/6281/000000628114000039/Financial_Report.xlsx
6284,edgar/data/6284/000119312514354592/Financial_Report.xlsx
6494,edgar/data/6494/000114544314000358/Financial_Report.xlsx
6732,edgar/data/6732/000101041214000032/Financial_Report.xlsx
6769,edgar/data/6769/000119312514077668/Financial_Report.xlsx
6845,edgar/data/6845/000000684514000009/Financial_Report.xlsx
6879,edgar/data/6879/000000490414000019/Financial_Report.xlsx
6885,edgar/data/6885/000000688514000085/Financial_Report.xlsx
6951,edgar/data/6951/000000695114000037/Financial_Report.xlsx
6955,edgar/data/6955/000000695514000017/Financial_Report.xlsx
7039,edgar/data/7039/000000703914000002/Financial_Report.xlsx
7084,edgar/data/7084/000000708414000011/Financial_Report.xlsx
7286,edgar/data/7286/000110465914012068/Financial_Report.xlsx
7323,edgar/data/7323/000006598414000065/Financial_Report.xlsx
7332,edgar/data/7332/000000733214000004/Financial_Report.xlsx
7431,edgar/data/7431/000119312514063795/Financial_Report.xlsx
7536,edgar/data/7536/000152650814000006/Financial_Report.xlsx
7623,edgar/data/7623/000143774914002836/Financial_Report.xlsx
7789,edgar/data/7789/000119312514036891/Financial_Report.xlsx
8063,edgar/data/8063/000119312514088997/Financial_Report.xlsx
8146,edgar/data/8146/000119312514133678/Financial_Report.xlsx
8177,edgar/data/8177/000114036114014200/Financial_Report.xlsx
8192,edgar/data/8192/000119312514073781/Financial_Report.xlsx
8328,edgar/data/8328/000114036114012804/Financial_Report.xlsx
8411,edgar/data/8411/000000841114000109/Financial_Report.xlsx
8504,edgar/data/8504/000114420414018850/Financial_Report.xlsx
8670,edgar/data/8670/000000867014000015/Financial_Report.xlsx
8818,edgar/data/8818/000104746914001386/Financial_Report.xlsx
8855,edgar/data/8855/000143774914006442/Financial_Report.xlsx
8858,edgar/data/8858/000000885814000012/Financial_Report.xlsx
8868,edgar/data/8868/000000886814000013/Financial_Report.xlsx
8947,edgar/data/8947/000000894714000068/Financial_Report.xlsx
9092,edgar/data/9092/000000909214000004/Financial_Report.xlsx
9235,edgar/data/9235/000114420414019449/Financial_Report.xlsx
9326,edgar/data/9326/000114036114009932/Financial_Report.xlsx
9346,edgar/data/9346/000000934614000004/Financial_Report.xlsx
9389,edgar/data/9389/000110465914012614/Financial_Report.xlsx
9466,edgar/data/9466/000119312514051838/Financial_Report.xlsx
9631,edgar/data/9631/000089109214000570/Financial_Report.xlsx
9892,edgar/data/9892/000119312514058921/Financial_Report.xlsx
9984,edgar/data/9984/000000998414000030/Financial_Report.xlsx
10048,edgar/data/10048/000110465914087562/Financial_Report.xlsx
10254,edgar/data/10254/000135448814003199/Financial_Report.xlsx
10329,edgar/data/10329/000143774914000921/Financial_Report.xlsx
10456,edgar/data/10456/000119312514061654/Financial_Report.xlsx
10795,edgar/data/10795/000119312514426571/Financial_Report.xlsx
11199,edgar/data/11199/000001119914000006/Financial_Report.xlsx
11544,edgar/data/11544/000001154414000012/Financial_Report.xlsx
12040,edgar/data/12040/000117494714000614/Financial_Report.xlsx
